year,score,group,score_type,dataset
1970,63.414337482852204,Algae,c,c
1971,63.52566337183233,Algae,c,c
1972,63.873141476064646,Algae,c,c
1973,62.045139409461385,Algae,c,c
1974,61.25488599447534,Algae,c,c
1975,62.752519724640614,Algae,c,c
1976,62.15824068080708,Algae,c,c
1977,63.06408235682873,Algae,c,c
1978,63.4900667379963,Algae,c,c
1979,63.406118050273456,Algae,c,c
1980,63.0903910820312,Algae,c,c
1981,62.4853496768932,Algae,c,c
1982,62.90505401879592,Algae,c,c
1983,62.83534898290237,Algae,c,c
1984,62.843375365256534,Algae,c,c
1985,63.176035322170655,Algae,c,c
1986,62.21358476266531,Algae,c,c
1987,62.736278877061224,Algae,c,c
1988,62.8042912247948,Algae,c,c
1989,63.40150891059642,Algae,c,c
1990,63.02847140040264,Algae,c,c
1991,63.82320847066079,Algae,c,c
1992,64.20743600832523,Algae,c,c
1993,64.53938258129794,Algae,c,c
1994,64.05068641059734,Algae,c,c
1995,64.10245299830558,Algae,c,c
1996,64.59354306821596,Algae,c,c
1997,64.23715204496936,Algae,c,c
1998,64.52527601023633,Algae,c,c
1999,64.80063272878296,Algae,c,c
2000,64.68174528646044,Algae,c,c
2001,64.58695314929398,Algae,c,c
2002,64.2638618098272,Algae,c,c
2003,61.28084465923376,Algae,c,c
2004,60.2263897476835,Algae,c,c
2005,60.225564242311776,Algae,c,c
2006,60.549303865467536,Algae,c,c
2007,60.75714762362362,Algae,c,c
2008,60.79365682638126,Algae,c,c
2009,60.790610111924224,Algae,c,c
2010,60.960667193097564,Algae,c,c
2011,60.56764378806238,Algae,c,c
2012,60.28634886653438,Algae,c,c
2013,60.28489363214316,Algae,c,c
2014,60.981587759987086,Algae,c,c
2015,61.18410284332537,Algae,c,c
2016,61.25448042600601,Algae,c,c
2017,61.16308256435676,Algae,c,c
2018,61.42403406142371,Algae,c,c
2019,61.104794614787046,Algae,c,c
2020,60.90950395226853,Algae,c,c
2021,60.99841236163085,Algae,c,c
2022,59.87275548876252,Algae,c,c
2023,60.749087142893984,Algae,c,c
1950,30.72646194615955,Crustacean,c,c
1951,30.74584507162098,Crustacean,c,c
1952,30.88936974164777,Crustacean,c,c
1953,30.81937360030376,Crustacean,c,c
1954,30.86860165575449,Crustacean,c,c
1955,30.81937360030376,Crustacean,c,c
1956,32.02939470001785,Crustacean,c,c
1957,32.016617700271,Crustacean,c,c
1958,32.14409889746947,Crustacean,c,c
1959,32.053379296227604,Crustacean,c,c
1960,32.0876329427509,Crustacean,c,c
1961,32.32207991267578,Crustacean,c,c
1962,32.318984470439965,Crustacean,c,c
1963,32.472922115632976,Crustacean,c,c
1964,33.01822725581552,Crustacean,c,c
1965,33.71746760797291,Crustacean,c,c
1966,34.12495494029049,Crustacean,c,c
1967,34.906412396435016,Crustacean,c,c
1968,35.88984397896894,Crustacean,c,c
1969,36.981389334859934,Crustacean,c,c
1970,37.751386720204195,Crustacean,c,c
1971,37.656141031994,Crustacean,c,c
1972,37.24317755752198,Crustacean,c,c
1973,37.00279577025444,Crustacean,c,c
1974,36.061376803590726,Crustacean,c,c
1975,36.73644012881311,Crustacean,c,c
1976,36.74486580767614,Crustacean,c,c
1977,36.433340245569326,Crustacean,c,c
1978,36.36942057826866,Crustacean,c,c
1979,36.73101948144398,Crustacean,c,c
1980,35.55445171191673,Crustacean,c,c
1981,35.58550493587635,Crustacean,c,c
1982,34.99361428692769,Crustacean,c,c
1983,34.63413412512697,Crustacean,c,c
1984,35.161873537617126,Crustacean,c,c
1985,35.6740167150724,Crustacean,c,c
1986,35.778512319687074,Crustacean,c,c
1987,35.57547452133229,Crustacean,c,c
1988,35.44335375957424,Crustacean,c,c
1989,35.99922900984601,Crustacean,c,c
1990,36.021411612105744,Crustacean,c,c
1991,35.95281578823624,Crustacean,c,c
1992,36.01521130351714,Crustacean,c,c
1993,36.692364685068995,Crustacean,c,c
1994,36.911456949853566,Crustacean,c,c
1995,36.85668063957147,Crustacean,c,c
1996,36.98705167038399,Crustacean,c,c
1997,36.90137589480001,Crustacean,c,c
1998,36.92864330232558,Crustacean,c,c
1999,37.47682072442035,Crustacean,c,c
2000,38.17079657499303,Crustacean,c,c
2001,37.4577064188367,Crustacean,c,c
2002,36.45010258516302,Crustacean,c,c
2003,34.554786134077055,Crustacean,c,c
2004,33.89397360646864,Crustacean,c,c
2005,33.19552012683716,Crustacean,c,c
2006,32.68906814069022,Crustacean,c,c
2007,32.77221019085275,Crustacean,c,c
2008,33.24031512026773,Crustacean,c,c
2009,33.39286086350308,Crustacean,c,c
2010,32.97467258071359,Crustacean,c,c
2011,32.724031549423465,Crustacean,c,c
2012,32.71666069043867,Crustacean,c,c
2013,32.874839987007164,Crustacean,c,c
2014,32.61037100538318,Crustacean,c,c
2015,32.57651710572952,Crustacean,c,c
2016,32.44066501572419,Crustacean,c,c
2017,32.25442249594937,Crustacean,c,c
2018,32.455268961121234,Crustacean,c,c
2019,32.49695718718792,Crustacean,c,c
2020,32.45426384985104,Crustacean,c,c
2021,32.38916240151448,Crustacean,c,c
2022,32.309356206170136,Crustacean,c,c
2023,32.32076989291048,Crustacean,c,c
1950,45.02658981584946,Bivalve,c,c
1951,45.02777269671663,Bivalve,c,c
1952,44.978536150274294,Bivalve,c,c
1953,45.01326321112774,Bivalve,c,c
1954,44.98185054579642,Bivalve,c,c
1955,44.88415552423537,Bivalve,c,c
1956,44.855843812792465,Bivalve,c,c
1957,44.938164819332144,Bivalve,c,c
1958,45.00649089282923,Bivalve,c,c
1959,44.986015326861114,Bivalve,c,c
1960,44.99803458896854,Bivalve,c,c
1961,45.043525095437516,Bivalve,c,c
1962,45.024884119985636,Bivalve,c,c
1963,44.96740168988896,Bivalve,c,c
1964,45.0425908651335,Bivalve,c,c
1965,45.06981231077776,Bivalve,c,c
1966,45.04187862639089,Bivalve,c,c
1967,45.02999782544568,Bivalve,c,c
1968,45.08440691434122,Bivalve,c,c
1969,45.12208545354818,Bivalve,c,c
1970,44.974530127063304,Bivalve,c,c
1971,45.08679886157964,Bivalve,c,c
1972,45.1636816202479,Bivalve,c,c
1973,45.2058197945612,Bivalve,c,c
1974,45.3113088009473,Bivalve,c,c
1975,45.269881447703355,Bivalve,c,c
1976,45.33579728485216,Bivalve,c,c
1977,45.464105722024094,Bivalve,c,c
1978,45.456297059799894,Bivalve,c,c
1979,45.44037168537808,Bivalve,c,c
1980,45.40568687141886,Bivalve,c,c
1981,45.45139009994189,Bivalve,c,c
1982,45.51044631271307,Bivalve,c,c
1983,45.5164097043975,Bivalve,c,c
1984,45.418344571890145,Bivalve,c,c
1985,45.51940375795211,Bivalve,c,c
1986,45.59575322284921,Bivalve,c,c
1987,45.653375764358145,Bivalve,c,c
1988,45.70929770389741,Bivalve,c,c
1989,45.7967501107583,Bivalve,c,c
1990,45.96537781553614,Bivalve,c,c
1991,45.88222474705237,Bivalve,c,c
1992,45.96757597954504,Bivalve,c,c
1993,46.09144993648964,Bivalve,c,c
1994,46.17251522906118,Bivalve,c,c
1995,46.10024448696582,Bivalve,c,c
1996,46.14510331252838,Bivalve,c,c
1997,46.16941719397032,Bivalve,c,c
1998,46.16984110513369,Bivalve,c,c
1999,46.21995511188369,Bivalve,c,c
2000,46.18723459238627,Bivalve,c,c
2001,46.26054494569489,Bivalve,c,c
2002,46.27632879566425,Bivalve,c,c
2003,46.26878006510071,Bivalve,c,c
2004,46.22360252206144,Bivalve,c,c
2005,46.28004327915006,Bivalve,c,c
2006,46.295323899845975,Bivalve,c,c
2007,46.319010023691135,Bivalve,c,c
2008,46.3382504814832,Bivalve,c,c
2009,46.37474242139384,Bivalve,c,c
2010,46.377552665959705,Bivalve,c,c
2011,46.42136241745348,Bivalve,c,c
2012,46.42456842351498,Bivalve,c,c
2013,46.4277021061048,Bivalve,c,c
2014,46.410853351078075,Bivalve,c,c
2015,46.44541588425192,Bivalve,c,c
2016,46.45872610721144,Bivalve,c,c
2017,46.434517036736466,Bivalve,c,c
2018,46.436013141702944,Bivalve,c,c
2019,46.397770036348945,Bivalve,c,c
2020,46.44252682413797,Bivalve,c,c
2021,46.46313809819565,Bivalve,c,c
2022,46.477619199413475,Bivalve,c,c
2023,45.64437896484523,Bivalve,c,c
1950,52.58594857075644,All,b,b
1951,52.66509958328477,All,b,b
1952,53.18037848445654,All,b,b
1953,52.870452960917405,All,b,b
1954,52.017766809497985,All,b,b
1955,52.14037959762232,All,b,b
1956,52.279215779252034,All,b,b
1957,52.35361502083174,All,b,b
1958,52.392634793473135,All,b,b
1959,54.017540943687315,All,b,b
1960,56.01259314844131,All,b,b
1961,57.01276669478414,All,b,b
1962,57.445949231616545,All,b,b
1963,57.64694742667438,All,b,b
1964,57.85149020735376,All,b,b
1965,57.48614375422545,All,b,b
1966,58.19348435910871,All,b,b
1967,58.54454078085558,All,b,b
1968,58.56926677018548,All,b,b
1969,58.741326292684455,All,b,b
1970,58.81765323339205,All,b,b
1971,59.615030644485024,All,b,b
1972,59.81533879965122,All,b,b
1973,59.846708779341974,All,b,b
1974,60.35667168038149,All,b,b
1975,59.64508547337788,All,b,b
1976,59.86674873131455,All,b,b
1977,60.95302947613412,All,b,b
1978,61.40250621226965,All,b,b
1979,61.022052561928255,All,b,b
1980,61.14624281555084,All,b,b
1981,60.20006173355609,All,b,b
1982,59.463223446199606,All,b,b
1983,59.44601528264792,All,b,b
1984,59.371912459118384,All,b,b
1985,58.581932791510205,All,b,b
1986,57.677463874834935,All,b,b
1987,56.61162269557408,All,b,b
1988,56.821713319921855,All,b,b
1989,57.48195990262746,All,b,b
1990,56.316572078879894,All,b,b
1991,57.353221466407106,All,b,b
1992,58.165153542697446,All,b,b
1993,58.13479430961495,All,b,b
1994,57.67225996284216,All,b,b
1995,56.95154963337271,All,b,b
1996,56.82522375810221,All,b,b
1997,56.54260190316185,All,b,b
1998,56.29049535495024,All,b,b
1999,56.4027089210422,All,b,b
2000,55.90343139213176,All,b,b
2001,55.51626452297194,All,b,b
2002,55.896263991634,All,b,b
2003,56.54395387122101,All,b,b
2004,56.89070122436267,All,b,b
2005,57.03223847330141,All,b,b
2006,56.91455363325,All,b,b
2007,56.93413671055533,All,b,b
2008,56.73429991895316,All,b,b
2009,56.60057704969348,All,b,b
2010,56.65419990538772,All,b,b
2011,56.699046017201745,All,b,b
2012,56.91012205161984,All,b,b
2013,56.83790874580652,All,b,b
2014,57.21428961230296,All,b,b
2015,57.19332064548559,All,b,b
2016,57.29198958302784,All,b,b
2017,57.44487477818563,All,b,b
2018,57.16584248592774,All,b,b
2019,57.43121999962398,All,b,b
2020,57.46202915065457,All,b,b
2021,57.43837567719759,All,b,b
2022,57.342510369854025,All,b,b
2023,57.84494031196116,All,b,b
1950,44.225088280492024,Finfish,b,b
1951,44.83958600088603,Finfish,b,b
1952,45.02003044115379,Finfish,b,b
1953,45.18778260033842,Finfish,b,b
1954,45.435459302559835,Finfish,b,b
1955,45.51513279515072,Finfish,b,b
1956,45.56883165082131,Finfish,b,b
1957,45.981262550602324,Finfish,b,b
1958,46.131294814743086,Finfish,b,b
1959,46.07541524441032,Finfish,b,b
1960,45.860867750257604,Finfish,b,b
1961,45.49967733717877,Finfish,b,b
1962,45.56109376785014,Finfish,b,b
1963,45.672304757043456,Finfish,b,b
1964,45.74643259517599,Finfish,b,b
1965,46.0149849724919,Finfish,b,b
1966,46.002586633959524,Finfish,b,b
1967,45.97025939751365,Finfish,b,b
1968,46.03051064896777,Finfish,b,b
1969,46.1374537820504,Finfish,b,b
1970,46.183937349223015,Finfish,b,b
1971,46.30118401446471,Finfish,b,b
1972,46.25881044762052,Finfish,b,b
1973,46.3060344340033,Finfish,b,b
1974,46.383734752229806,Finfish,b,b
1975,46.32127542031056,Finfish,b,b
1976,46.45671176924504,Finfish,b,b
1977,46.483267815665165,Finfish,b,b
1978,46.638257565158526,Finfish,b,b
1979,46.71162677672556,Finfish,b,b
1980,46.7657195999134,Finfish,b,b
1981,46.673669471452286,Finfish,b,b
1982,46.65763935813806,Finfish,b,b
1983,46.69278765342469,Finfish,b,b
1984,46.66561781730243,Finfish,b,b
1985,46.77843689484947,Finfish,b,b
1986,46.75869315887364,Finfish,b,b
1987,46.62095551450817,Finfish,b,b
1988,46.71031352734367,Finfish,b,b
1989,47.30338934885957,Finfish,b,b
1990,47.187330220267576,Finfish,b,b
1991,47.46225742196552,Finfish,b,b
1992,47.63398522108447,Finfish,b,b
1993,47.62719733613851,Finfish,b,b
1994,47.637777805766504,Finfish,b,b
1995,47.668029823315194,Finfish,b,b
1996,47.735958050022255,Finfish,b,b
1997,47.794479949185735,Finfish,b,b
1998,47.783423437037385,Finfish,b,b
1999,47.80982209493525,Finfish,b,b
2000,47.82566441490623,Finfish,b,b
2001,47.45333178666114,Finfish,b,b
2002,47.60562938360315,Finfish,b,b
2003,47.68755677827829,Finfish,b,b
2004,48.13438038840483,Finfish,b,b
2005,48.232932905977215,Finfish,b,b
2006,48.31274822303594,Finfish,b,b
2007,48.60367688141224,Finfish,b,b
2008,48.78571872716932,Finfish,b,b
2009,48.74497231712416,Finfish,b,b
2010,48.868842765751936,Finfish,b,b
2011,48.82881015825089,Finfish,b,b
2012,48.90416753819625,Finfish,b,b
2013,48.82158000958572,Finfish,b,b
2014,48.77888418204709,Finfish,b,b
2015,48.81291910148778,Finfish,b,b
2016,48.95263546730317,Finfish,b,b
2017,49.01310200265782,Finfish,b,b
2018,48.97255891992607,Finfish,b,b
2019,48.975611913859154,Finfish,b,b
2020,48.97462787277704,Finfish,b,b
2021,48.971165547414714,Finfish,b,b
2022,49.100857178798236,Finfish,b,b
2023,49.152153638537186,Finfish,b,b
1950,73.386023691903,Algae,b,b
1951,73.54683820242748,Algae,b,b
1952,73.69016490440875,Algae,b,b
1953,73.62793376412134,Algae,b,b
1954,73.58843849395663,Algae,b,b
1955,73.55472535664273,Algae,b,b
1956,73.5708322202876,Algae,b,b
1957,73.41113021611748,Algae,b,b
1958,72.6125051284323,Algae,b,b
1959,71.77283846239007,Algae,b,b
1960,71.61023698960743,Algae,b,b
1961,71.82784680570391,Algae,b,b
1962,71.86715010412375,Algae,b,b
1963,71.74277850001799,Algae,b,b
1964,71.4623292921791,Algae,b,b
1965,71.5486863659992,Algae,b,b
1966,71.48640342250832,Algae,b,b
1967,71.63391106543376,Algae,b,b
1968,71.70317196148028,Algae,b,b
1969,71.51761161499869,Algae,b,b
1970,71.87365952093248,Algae,b,b
1971,71.81896430338185,Algae,b,b
1972,71.70291210571985,Algae,b,b
1973,72.05018033364227,Algae,b,b
1974,72.15388591482272,Algae,b,b
1975,71.8969552798801,Algae,b,b
1976,71.98895054387374,Algae,b,b
1977,71.80963827063367,Algae,b,b
1978,71.76835954787335,Algae,b,b
1979,71.78390723165182,Algae,b,b
1980,71.8350086859511,Algae,b,b
1981,71.92350141040289,Algae,b,b
1982,71.8351018957811,Algae,b,b
1983,71.88141258329775,Algae,b,b
1984,71.88812370621271,Algae,b,b
1985,71.81873828478703,Algae,b,b
1986,71.9921733040091,Algae,b,b
1987,71.87935822034788,Algae,b,b
1988,71.90378122878634,Algae,b,b
1989,71.78045901213727,Algae,b,b
1990,71.83774397301246,Algae,b,b
1991,71.68090001446862,Algae,b,b
1992,71.60075564300551,Algae,b,b
1993,71.55505478094699,Algae,b,b
1994,71.66243833696957,Algae,b,b
1995,71.64225285008882,Algae,b,b
1996,71.53885078398623,Algae,b,b
1997,71.59892365549479,Algae,b,b
1998,71.57804562736105,Algae,b,b
1999,71.5402592228375,Algae,b,b
2000,71.53932280060891,Algae,b,b
2001,71.53839983951013,Algae,b,b
2002,71.5910035020183,Algae,b,b
2003,71.95848599502338,Algae,b,b
2004,72.1058147881221,Algae,b,b
2005,72.09073652964568,Algae,b,b
2006,72.05812042375321,Algae,b,b
2007,72.00895739364152,Algae,b,b
2008,71.98337873187693,Algae,b,b
2009,71.98429873281842,Algae,b,b
2010,71.94614191881233,Algae,b,b
2011,71.97355572307494,Algae,b,b
2012,71.97529269159462,Algae,b,b
2013,71.93186588651642,Algae,b,b
2014,71.82081692297228,Algae,b,b
2015,71.78741503424904,Algae,b,b
2016,71.75809518539673,Algae,b,b
2017,71.80399521866491,Algae,b,b
2018,71.81812229301315,Algae,b,b
2019,71.8120530589987,Algae,b,b
2020,71.8234301203097,Algae,b,b
2021,71.76787234185413,Algae,b,b
2022,71.87121158724422,Algae,b,b
2023,71.7706147490062,Algae,b,b
1950,34.609967553247884,Crustacean,b,b
1951,34.64254017416238,Crustacean,b,b
1952,34.88372804027624,Crustacean,b,b
1953,34.766102129944485,Crustacean,b,b
1954,34.84882804490308,Crustacean,b,b
1955,34.766102129944485,Crustacean,b,b
1956,35.23263608973419,Crustacean,b,b
1957,35.23031858475234,Crustacean,b,b
1958,35.445345634214576,Crustacean,b,b
1959,35.487008791208005,Crustacean,b,b
1960,35.65741924246011,Crustacean,b,b
1961,36.0080657322154,Crustacean,b,b
1962,36.295858586307155,Crustacean,b,b
1963,36.63073698151714,Crustacean,b,b
1964,37.16842123908579,Crustacean,b,b
1965,37.75067387935161,Crustacean,b,b
1966,37.88550648332232,Crustacean,b,b
1967,38.33199688188668,Crustacean,b,b
1968,38.567994615439694,Crustacean,b,b
1969,38.2752909738931,Crustacean,b,b
1970,39.329631541101605,Crustacean,b,b
1971,39.57182638831347,Crustacean,b,b
1972,40.36789938519198,Crustacean,b,b
1973,41.67969534187566,Crustacean,b,b
1974,41.70073663694822,Crustacean,b,b
1975,42.14599757622113,Crustacean,b,b
1976,42.106052073228334,Crustacean,b,b
1977,43.52307893959615,Crustacean,b,b
1978,43.049782669627284,Crustacean,b,b
1979,42.825296268348055,Crustacean,b,b
1980,45.10989853367704,Crustacean,b,b
1981,45.29616144673564,Crustacean,b,b
1982,46.29307125860622,Crustacean,b,b
1983,46.40176727915053,Crustacean,b,b
1984,45.05446673079939,Crustacean,b,b
1985,44.0583384529179,Crustacean,b,b
1986,43.9826128236426,Crustacean,b,b
1987,43.94175784694859,Crustacean,b,b
1988,43.66948273737271,Crustacean,b,b
1989,42.76442784734179,Crustacean,b,b
1990,42.83101111144893,Crustacean,b,b
1991,42.83230083344727,Crustacean,b,b
1992,42.3925402361857,Crustacean,b,b
1993,41.45595573253319,Crustacean,b,b
1994,41.53116804955383,Crustacean,b,b
1995,42.0691364472842,Crustacean,b,b
1996,43.03638061778768,Crustacean,b,b
1997,44.35816001106284,Crustacean,b,b
1998,44.80681981013643,Crustacean,b,b
1999,44.91706687479989,Crustacean,b,b
2000,45.244022496306535,Crustacean,b,b
2001,46.50117248721004,Crustacean,b,b
2002,48.01911464565327,Crustacean,b,b
2003,48.961556142612054,Crustacean,b,b
2004,49.92882569845508,Crustacean,b,b
2005,50.71664130038153,Crustacean,b,b
2006,51.48565443650901,Crustacean,b,b
2007,51.71679077482489,Crustacean,b,b
2008,51.092175425957116,Crustacean,b,b
2009,51.0121943459713,Crustacean,b,b
2010,51.71092711078292,Crustacean,b,b
2011,51.718427275115005,Crustacean,b,b
2012,51.80364535781908,Crustacean,b,b
2013,51.62387427524982,Crustacean,b,b
2014,51.842820882416284,Crustacean,b,b
2015,51.848440356922616,Crustacean,b,b
2016,51.97068100766541,Crustacean,b,b
2017,52.06947886226527,Crustacean,b,b
2018,51.81897925859264,Crustacean,b,b
2019,51.88358330023418,Crustacean,b,b
2020,51.90753769914939,Crustacean,b,b
2021,51.992137138969106,Crustacean,b,b
2022,52.05352916321764,Crustacean,b,b
2023,52.08139925149021,Crustacean,b,b
1950,57.788345953987765,Bivalve,b,b
1951,57.76983017806661,Bivalve,b,b
1952,57.76814195821249,Bivalve,b,b
1953,57.813948206870926,Bivalve,b,b
1954,57.74231913033489,Bivalve,b,b
1955,57.729082181254284,Bivalve,b,b
1956,57.80330084870923,Bivalve,b,b
1957,57.837710204486086,Bivalve,b,b
1958,57.793884015663714,Bivalve,b,b
1959,57.76461884724669,Bivalve,b,b
1960,57.81504333523783,Bivalve,b,b
1961,57.727150803583086,Bivalve,b,b
1962,57.784757904203204,Bivalve,b,b
1963,57.873206168643705,Bivalve,b,b
1964,57.89193971990053,Bivalve,b,b
1965,57.925876480459095,Bivalve,b,b
1966,58.05719104238304,Bivalve,b,b
1967,58.11581679604683,Bivalve,b,b
1968,58.0707361878963,Bivalve,b,b
1969,58.179600778144554,Bivalve,b,b
1970,58.2343417800963,Bivalve,b,b
1971,58.300952358095145,Bivalve,b,b
1972,58.210309375642524,Bivalve,b,b
1973,58.20966342670316,Bivalve,b,b
1974,58.23044871634862,Bivalve,b,b
1975,58.05120513603835,Bivalve,b,b
1976,58.36312289654485,Bivalve,b,b
1977,58.56503576577623,Bivalve,b,b
1978,58.65188295772583,Bivalve,b,b
1979,58.94193311876004,Bivalve,b,b
1980,59.09962620801183,Bivalve,b,b
1981,58.84305441453438,Bivalve,b,b
1982,58.81890784101377,Bivalve,b,b
1983,58.94522944346705,Bivalve,b,b
1984,59.23742378878974,Bivalve,b,b
1985,59.2309241201974,Bivalve,b,b
1986,59.26703910301018,Bivalve,b,b
1987,59.32198597166358,Bivalve,b,b
1988,59.3812556920803,Bivalve,b,b
1989,59.469714482286676,Bivalve,b,b
1990,59.58483757559571,Bivalve,b,b
1991,59.898301062822206,Bivalve,b,b
1992,60.05388702036885,Bivalve,b,b
1993,60.18482248367805,Bivalve,b,b
1994,60.50299465877521,Bivalve,b,b
1995,60.67760784360868,Bivalve,b,b
1996,60.711030852467104,Bivalve,b,b
1997,60.68669515863426,Bivalve,b,b
1998,60.9381414403128,Bivalve,b,b
1999,61.081936257970625,Bivalve,b,b
2000,61.34473808040083,Bivalve,b,b
2001,61.395712652965024,Bivalve,b,b
2002,61.41780198248807,Bivalve,b,b
2003,61.40731731362844,Bivalve,b,b
2004,61.435390690466676,Bivalve,b,b
2005,61.57788264095217,Bivalve,b,b
2006,61.5750534538629,Bivalve,b,b
2007,61.615434890711086,Bivalve,b,b
2008,61.874242096981234,Bivalve,b,b
2009,61.663130517676734,Bivalve,b,b
2010,61.75941169274794,Bivalve,b,b
2011,62.056289681613215,Bivalve,b,b
2012,61.841202265664705,Bivalve,b,b
2013,61.86609725025283,Bivalve,b,b
2014,61.89675620787043,Bivalve,b,b
2015,61.82103777165303,Bivalve,b,b
2016,61.984510647226266,Bivalve,b,b
2017,62.15596163529742,Bivalve,b,b
2018,62.14229033467919,Bivalve,b,b
2019,62.20254449790273,Bivalve,b,b
2020,62.216243795483166,Bivalve,b,b
2021,62.18727427935917,Bivalve,b,b
2022,62.140996253938646,Bivalve,b,b
2023,67.37425220799906,Bivalve,b,b
